symbol,timestamp,open,high,low,close,volume,trade_count,vwap
AMZN,2023-01-03 05:00:00+00:00,85.48,86.94,84.21,85.86,991680.0,9503.0,85.530325
AMZN,2023-01-04 05:00:00+00:00,86.6,86.97,83.37,85.14,1070833.0,10203.0,85.04172
AMZN,2023-01-05 05:00:00+00:00,85.215,85.37,83.075,83.1,1470403.0,10184.0,83.769073
AMZN,2023-01-06 05:00:00+00:00,83.055,86.38,81.45,86.05,1725717.0,12952.0,84.260346
AMZN,2023-01-09 05:00:00+00:00,87.57,89.475,87.095,87.34,1582030.0,13586.0,88.649241
AMZN,2023-01-10 05:00:00+00:00,87.535,90.165,87.31,89.88,808258.0,8037.0,89.297386
AMZN,2023-01-11 05:00:00+00:00,90.97,95.245,90.97,95.08,2664068.0,19982.0,93.892604
AMZN,2023-01-12 05:00:00+00:00,96.89,97.125,93.52,95.26,1590270.0,14101.0,95.191958
AMZN,2023-01-13 05:00:00+00:00,94.18,98.37,94.18,98.13,1855214.0,16306.0,97.037902
AMZN,2023-01-17 05:00:00+00:00,98.74,98.88,95.74,96.09,1371398.0,11946.0,96.85066
AMZN,2023-01-18 05:00:00+00:00,97.28,99.3,95.38,95.49,1529090.0,11329.0,97.048002
AMZN,2023-01-19 05:00:00+00:00,94.745,95.415,92.86,93.66,1467773.0,12085.0,94.012909
AMZN,2023-01-20 05:00:00+00:00,93.85,97.35,93.23,97.18,1203530.0,10323.0,95.827646
AMZN,2023-01-23 05:00:00+00:00,97.56,97.76,95.96,97.49,2281698.0,14754.0,97.205469
AMZN,2023-01-24 05:00:00+00:00,96.94,98.09,96.0,96.34,1410768.0,10166.0,96.910898
AMZN,2023-01-25 05:00:00+00:00,92.56,97.235,91.53,97.13,2975559.0,18951.0,93.933288
AMZN,2023-01-26 05:00:00+00:00,98.36,99.485,96.97,99.19,1247472.0,11096.0,98.485014
AMZN,2023-01-27 05:00:00+00:00,99.56,103.48,99.56,102.24,2094650.0,16122.0,102.089094
AMZN,2023-01-30 05:00:00+00:00,100.98,101.72,99.01,100.52,1453573.0,12189.0,100.570638
AMZN,2023-01-31 05:00:00+00:00,101.21,103.34,101.15,103.13,1093593.0,9927.0,102.586593
AMZN,2023-02-01 05:00:00+00:00,102.6,106.23,101.245,105.16,1307563.0,11804.0,103.398005
AMZN,2023-02-02 05:00:00+00:00,110.2,114.0,108.89,112.77,4211005.0,32633.0,111.441433
AMZN,2023-02-03 05:00:00+00:00,105.04,108.77,102.525,103.375,5225132.0,32909.0,105.884205
AMZN,2023-02-06 05:00:00+00:00,102.95,103.89,100.68,102.14,1544609.0,14334.0,102.287466
AMZN,2023-02-07 05:00:00+00:00,101.195,102.39,98.12,102.2,2210404.0,16314.0,99.961631
AMZN,2023-02-08 05:00:00+00:00,101.97,102.65,98.785,100.05,1386192.0,12740.0,100.231959
AMZN,2023-02-09 05:00:00+00:00,101.35,101.76,97.585,98.275,1374811.0,12184.0,99.225857
AMZN,2023-02-10 05:00:00+00:00,97.525,98.69,96.24,97.61,896614.0,8746.0,97.336372
AMZN,2023-02-13 05:00:00+00:00,97.64,99.67,96.91,99.54,850969.0,7549.0,98.782888
AMZN,2023-02-14 05:00:00+00:00,98.43,100.9,97.535,99.69,905242.0,8643.0,98.937138
AMZN,2023-02-15 05:00:00+00:00,99.11,101.17,98.48,101.17,910803.0,9787.0,99.827778
AMZN,2023-02-16 05:00:00+00:00,99.22,100.63,98.11,98.16,991584.0,8336.0,99.289524
AMZN,2023-02-17 05:00:00+00:00,97.8,97.8,95.65,97.2,1011071.0,8873.0,96.480803
AMZN,2023-02-21 05:00:00+00:00,95.19,95.6,94.28,94.63,1272747.0,10602.0,94.727721
AMZN,2023-02-22 05:00:00+00:00,95.06,96.98,94.82,95.85,1116322.0,12399.0,95.974956
AMZN,2023-02-23 05:00:00+00:00,96.15,96.39,93.69,95.8,796057.0,7773.0,95.112372
AMZN,2023-02-24 05:00:00+00:00,93.305,94.13,92.34,93.52,1040949.0,8390.0,93.111457
AMZN,2023-02-27 05:00:00+00:00,94.34,94.75,93.14,93.76,712569.0,6561.0,93.724391
AMZN,2023-02-28 05:00:00+00:00,93.305,94.69,92.95,94.21,886270.0,9986.0,93.999509
AMZN,2023-03-01 05:00:00+00:00,93.715,94.635,91.605,92.2,1286552.0,10233.0,92.557431
AMZN,2023-03-02 05:00:00+00:00,91.34,92.23,90.41,92.11,1259140.0,11826.0,91.249498
AMZN,2023-03-03 05:00:00+00:00,92.78,94.93,92.67,94.88,1086488.0,7788.0,94.137367
AMZN,2023-03-06 05:00:00+00:00,95.2,96.54,93.75,93.75,849016.0,8218.0,94.889219
AMZN,2023-03-07 05:00:00+00:00,94.16,95.09,92.795,93.55,1043425.0,8808.0,93.88379
AMZN,2023-03-08 05:00:00+00:00,93.62,94.15,92.23,93.93,790982.0,8348.0,93.224938
