"V1"
431622.8
436227.7
439638.4
442110.4
444661.4
444888.1
447195.2
445262.7
447836.7
450109.7
451818.1
452297.8
453640.8
451769.6
456488.3
458130.8
463023.9
465072.6
466837
470995.8
472208.9
473442.9
477034.9
480366.3
484380.9
490265.8
490754.4
493417.9
498677.1
501915.8
503342
503603.2
507920.1
504468.8
503289.2
497175.6
487428.9
488273.5
489095.4
493064.3
494217.2
496716.4
499988.9
503078.9
509621.4
509595.9
511380.7
512947.1
513102.9
510880.6
512029.3
512071
512454.6
516944.8
516853.5
520587.3
520077.4
520862.5
524013.4
522964.6
525933.5
526191.5
527594.3
528782.7
530905
529600.1
530242.9
532988.2
536646.5
541449.9
545482.7
548848.4
548394.4
549568.4
552274.6
556640.4
561316.8
564649.5
564825.6
561883.6
533230.2
467619.7
540673.9
540105.8
542130.1
549113.4
564601.2
567925.3
567067.3
569721.4
572362
572884.4
573191.7
577081.2
577370.8
579952.8
581163.1
582234.5
584486.1
