Swestr
Resultat 2021-09-01 - 2024-04-02
Datum;Publiceringstid;Publiceringstyp;Swestr (%);Volym (MSEK);Antal transaktioner;Antal rapportörer;Ränta vid övre trimningsgräns (%);Ränta vid nedre trimningsgräns (%);Beräkningsmetod;Anledning till alternativ beräkningsmetod
2023-02-03;2023-02-06 11:00;Första;2,394;59367;76;5;2,33;2,40;Normal;
2023-02-06;2023-02-07 11:00;Första;2,375;62502;79;5;2,30;2,40;Normal;
2023-02-07;2023-02-08 11:00;Första;2,389;65284;77;4;2,30;2,40;Normal;
2023-02-08;2023-02-09 11:00;Första;2,384;65258;78;4;2,30;2,40;Normal;
2023-02-09;2023-02-10 11:00;Första;2,384;61902;78;4;2,30;2,40;Normal;
2023-02-10;2023-02-13 11:00;Första;2,387;64843;82;5;2,30;2,43;Normal;
2023-02-13;2023-02-14 11:00;Första;2,397;97083;87;7;2,35;2,40;Normal;
2023-02-14;2023-02-15 11:00;Första;2,393;101192;82;7;2,32;2,40;Normal;
2023-02-15;2023-02-16 11:00;Första;2,891;65257;78;6;2,82;2,95;Normal;
2023-02-16;2023-02-17 11:00;Första;2,891;61170;73;5;2,85;2,95;Normal;
2023-02-17;2023-02-20 11:00;Första;2,894;67927;79;5;2,85;2,95;Normal;
2023-02-20;2023-02-21 11:00;Första;2,893;55243;78;4;2,82;2,95;Normal;
2023-02-21;2023-02-22 11:00;Första;2,903;60751;55;4;2,85;2,95;Normal;
2023-02-22;2023-02-23 11:00;Första;2,899;96786;84;6;2,85;2,90;Normal;
2023-02-23;2023-02-24 11:00;Första;2,899;70734;91;6;2,85;2,95;Normal;
2023-02-24;2023-02-27 11:00;Första;2,899;71080;89;5;2,85;2,95;Normal;
2023-02-27;2023-02-28 11:00;Första;2,898;71813;91;6;2,85;2,93;Normal;
2023-02-28;2023-03-01 11:00;Första;2,897;64738;83;5;2,85;2,90;Normal;
2023-03-01;2023-03-02 11:00;Första;2,896;60732;83;5;2,84;2,95;Normal;
2023-03-02;2023-03-03 11:00;Första;2,897;58850;83;5;2,85;2,95;Normal;
2023-03-03;2023-03-06 11:00;Första;2,897;56563;81;6;2,85;2,95;Normal;
2023-03-06;2023-03-07 11:00;Första;2,893;49233;83;6;2,85;2,90;Normal;
2023-03-07;2023-03-08 11:00;Första;2,892;46167;80;5;2,84;2,90;Normal;
2023-03-08;2023-03-09 11:00;Första;2,896;51838;78;4;2,85;2,90;Normal;
2023-03-09;2023-03-10 11:00;Första;2,893;48881;85;5;2,85;2,90;Normal;
2023-03-10;2023-03-13 11:00;Första;2,907;59481;82;5;2,85;3,00;Normal;
2023-03-13;2023-03-14 11:00;Första;2,897;51672;78;5;2,85;2,90;Normal;
2023-03-14;2023-03-15 11:00;Första;2,896;56661;76;6;2,85;2,90;Normal;
2023-03-15;2023-03-16 11:00;Första;2,896;75749;81;5;2,85;2,90;Normal;
2023-03-16;2023-03-17 11:00;Första;2,896;76059;83;5;2,85;2,90;Normal;
2023-03-17;2023-03-20 11:00;Första;2,894;66255;87;5;2,85;2,90;Normal;
2023-03-20;2023-03-21 11:00;Första;2,892;69733;79;4;2,85;2,90;Normal;
2023-03-21;2023-03-22 11:00;Första;2,893;66629;82;5;2,84;2,90;Normal;
2023-03-22;2023-03-23 11:00;Första;2,896;84840;86;6;2,85;2,90;Normal;
2023-03-23;2023-03-24 11:00;Första;2,890;65992;95;6;2,84;2,90;Normal;
2023-03-24;2023-03-27 11:00;Första;2,893;69014;102;6;2,82;2,90;Normal;
2023-03-27;2023-03-28 11:00;Första;2,890;69162;96;5;2,82;2,90;Normal;
2023-03-28;2023-03-29 11:00;Första;2,890;67237;92;6;2,82;2,90;Normal;
2023-03-29;2023-03-30 11:00;Första;2,889;60493;88;5;2,82;2,90;Normal;
2023-03-30;2023-03-31 11:00;Första;2,889;54543;83;4;2,83;2,90;Normal;
2023-03-31;2023-04-03 11:00;Första;2,876;53001;81;4;2,80;2,90;Normal;
2023-04-03;2023-04-04 11:00;Första;2,883;56993;81;5;2,80;2,90;Normal;
2023-04-04;2023-04-05 11:00;Första;2,890;46635;89;5;2,80;2,90;Normal;
2023-04-05;2023-04-06 11:00;Första;2,888;49260;85;6;2,82;2,90;Normal;
2023-04-06;2023-04-11 11:00;Första;2,891;47789;83;5;2,82;2,90;Normal;
2023-04-11;2023-04-12 11:00;Första;2,890;39122;76;5;2,84;2,90;Normal;
2023-04-12;2023-04-13 11:00;Första;2,889;44095;82;4;2,82;2,90;Normal;
2023-04-13;2023-04-14 11:00;Första;2,890;51554;85;5;2,80;2,90;Normal;
2023-04-14;2023-04-17 11:00;Första;2,893;53795;84;5;2,82;2,90;Normal;
2023-04-17;2023-04-18 11:00;Första;2,895;56904;87;6;2,85;2,90;Normal;
2023-04-18;2023-04-19 11:00;Första;2,895;57062;90;7;2,82;2,90;Normal;
2023-04-19;2023-04-20 11:00;Första;2,889;58986;96;5;2,82;2,90;Normal;
2023-04-20;2023-04-21 11:00;Första;2,892;53403;92;7;2,83;2,90;Normal;
2023-04-21;2023-04-24 11:00;Första;2,894;61049;97;6;2,84;2,90;Normal;
2023-04-24;2023-04-25 11:00;Första;2,895;64831;98;6;2,85;2,90;Normal;
2023-04-25;2023-04-26 11:00;Första;2,897;67256;106;6;2,85;2,95;Normal;
2023-04-26;2023-04-27 11:00;Första;2,895;59451;100;6;2,85;2,90;Normal;
2023-04-27;2023-04-28 11:00;Första;2,898;60361;98;6;2,85;2,90;Normal;
2023-04-28;2023-05-02 09:00;Första;2,900;53829;89;6;2,89;2,90;Normal;
2023-05-02;2023-05-03 09:00;Första;2,897;58867;89;5;2,85;2,90;Normal;
2023-05-03;2023-05-04 09:00;Första;3,383;57858;89;7;3,30;3,40;Normal;
2023-05-04;2023-05-05 09:00;Första;3,394;53089;87;5;3,34;3,40;Normal;
2023-05-05;2023-05-08 09:00;Första;3,392;60327;89;5;3,35;3,40;Normal;
2023-05-08;2023-05-09 09:00;Första;3,390;62005;94;5;3,33;3,40;Normal;
2023-05-09;2023-05-10 09:00;Första;3,388;57137;93;5;3,33;3,40;Normal;
2023-05-10;2023-05-11 09:00;Första;3,384;57804;95;5;3,30;3,40;Normal;
2023-05-11;2023-05-12 09:00;Första;3,386;56768;95;6;3,33;3,40;Normal;
2023-05-12;2023-05-15 09:00;Första;3,387;51963;87;6;3,33;3,40;Normal;
2023-05-15;2023-05-16 09:00;Första;3,387;49793;86;7;3,33;3,40;Normal;
2023-05-16;2023-05-17 09:00;Första;3,388;47498;86;6;3,33;3,40;Normal;
2023-05-17;2023-05-19 09:00;Första;3,388;49798;88;5;3,30;3,40;Normal;
2023-05-19;2023-05-22 09:00;Första;3,385;46455;85;6;3,30;3,40;Normal;
2023-05-22;2023-05-23 09:00;Första;3,387;46914;94;6;3,30;3,40;Normal;
2023-05-23;2023-05-24 09:00;Första;3,388;42759;93;5;3,30;3,40;Normal;
2023-05-24;2023-05-25 09:00;Första;3,396;61386;102;6;3,33;3,40;Normal;
2023-05-25;2023-05-26 09:00;Första;3,400;45686;81;6;3,40;3,40;Normal;
2023-05-26;2023-05-29 09:00;Första;3,391;58986;108;7;3,30;3,40;Normal;
2023-05-29;2023-05-30 09:00;Första;3,390;52160;105;6;3,30;3,40;Normal;
2023-05-30;2023-05-31 09:00;Första;3,390;52301;106;6;3,30;3,40;Normal;
2023-05-31;2023-06-01 09:00;Första;3,390;56109;96;6;3,35;3,40;Normal;
2023-06-01;2023-06-02 09:00;Första;3,390;59136;103;5;3,35;3,40;Normal;
2023-06-02;2023-06-05 09:00;Första;3,390;56075;106;6;3,33;3,40;Normal;
2023-06-05;2023-06-07 09:00;Första;3,390;51836;100;5;3,33;3,40;Normal;
2023-06-07;2023-06-08 09:00;Första;3,393;61373;110;6;3,33;3,40;Normal;
2023-06-08;2023-06-09 09:00;Första;3,389;61282;109;5;3,33;3,40;Normal;
2023-06-09;2023-06-12 09:00;Första;3,391;58180;109;7;3,33;3,40;Normal;
2023-06-12;2023-06-13 09:00;Första;3,392;71643;103;6;3,35;3,40;Normal;
2023-06-13;2023-06-14 09:00;Första;3,393;77863;113;6;3,33;3,40;Normal;
2023-06-14;2023-06-15 09:00;Första;3,388;54294;99;5;3,33;3,40;Normal;
2023-06-15;2023-06-16 09:00;Första;3,389;51570;102;5;3,33;3,40;Normal;
2023-06-16;2023-06-19 09:00;Första;3,388;60316;115;6;3,33;3,40;Normal;
2023-06-19;2023-06-20 09:00;Första;3,391;58080;110;7;3,34;3,40;Normal;
2023-06-20;2023-06-21 09:00;Första;3,391;54138;102;7;3,34;3,40;Normal;
2023-06-21;2023-06-22 09:00;Första;3,388;65341;106;7;3,33;3,40;Normal;
2023-06-22;2023-06-26 09:00;Första;3,395;57784;111;6;3,34;3,40;Normal;
2023-06-26;2023-06-27 09:00;Första;3,396;62287;111;6;3,35;3,40;Normal;
2023-06-27;2023-06-28 09:00;Första;3,396;67667;112;6;3,35;3,40;Normal;
2023-06-28;2023-06-29 09:00;Första;3,390;57331;107;6;3,33;3,40;Normal;
2023-06-29;2023-06-30 09:00;Första;3,391;57647;117;6;3,34;3,40;Normal;
2023-06-30;2023-07-03 09:00;Första;3,392;45983;87;5;3,33;3,40;Normal;
2023-07-03;2023-07-04 09:00;Första;3,390;56472;108;6;3,33;3,40;Normal;
2023-07-04;2023-07-05 09:00;Första;3,389;57601;115;6;3,33;3,40;Normal;
2023-07-05;2023-07-06 09:00;Första;3,637;52621;113;6;3,50;3,65;Normal;
2023-07-06;2023-07-07 09:00;Första;3,640;50121;108;5;3,55;3,65;Normal;
2023-07-07;2023-07-10 09:00;Första;3,644;50949;109;5;3,59;3,65;Normal;
2023-07-10;2023-07-11 09:00;Första;3,644;46943;100;6;3,57;3,65;Normal;
2023-07-11;2023-07-12 09:00;Första;3,635;52700;106;6;3,55;3,65;Normal;
2023-07-12;2023-07-13 09:00;Första;3,637;45895;102;6;3,55;3,65;Normal;
2023-07-13;2023-07-14 09:00;Första;3,641;43352;104;6;3,55;3,65;Normal;
2023-07-14;2023-07-17 09:00;Första;3,640;53046;103;6;3,55;3,65;Normal;
2023-07-17;2023-07-18 09:00;Första;3,645;62687;103;7;3,60;3,65;Normal;
2023-07-18;2023-07-19 09:00;Första;3,644;62339;105;6;3,59;3,65;Normal;
2023-07-19;2023-07-20 09:00;Första;3,638;53859;103;6;3,55;3,65;Normal;
2023-07-20;2023-07-21 09:00;Första;3,637;52767;102;6;3,55;3,65;Normal;
2023-07-21;2023-07-24 09:00;Första;3,643;64225;109;6;3,57;3,65;Normal;
2023-07-24;2023-07-25 09:00;Första;3,647;63036;114;6;3,60;3,65;Normal;
2023-07-25;2023-07-26 09:00;Första;3,644;58280;111;6;3,55;3,65;Normal;
2023-07-26;2023-07-27 09:00;Första;3,646;56061;114;6;3,58;3,65;Normal;
2023-07-27;2023-07-28 09:00;Första;3,645;56337;116;5;3,60;3,65;Normal;
2023-07-28;2023-07-31 09:00;Första;3,645;52517;117;5;3,57;3,65;Normal;
2023-07-31;2023-08-01 09:00;Första;3,645;52676;101;5;3,58;3,65;Normal;
2023-08-01;2023-08-02 09:00;Första;3,644;40059;79;4;3,59;3,65;Normal;
2023-08-02;2023-08-03 09:00;Första;3,642;50501;110;5;3,55;3,65;Normal;
2023-08-03;2023-08-04 09:00;Första;3,639;50590;112;6;3,55;3,65;Normal;
2023-08-04;2023-08-07 09:00;Första;3,638;47865;112;6;3,55;3,65;Normal;
2023-08-07;2023-08-08 09:00;Första;3,636;47566;107;6;3,55;3,65;Normal;
2023-08-08;2023-08-09 09:00;Första;3,638;51607;109;6;3,55;3,65;Normal;
2023-08-09;2023-08-10 09:00;Första;3,635;56316;108;6;3,55;3,65;Normal;
2023-08-10;2023-08-11 09:00;Första;3,638;48090;109;6;3,55;3,65;Normal;
2023-08-11;2023-08-14 09:00;Första;3,638;49966;110;6;3,55;3,65;Normal;
2023-08-14;2023-08-15 09:00;Första;3,639;52352;101;6;3,58;3,65;Normal;
2023-08-15;2023-08-16 09:00;Första;3,639;50400;105;6;3,58;3,65;Normal;
2023-08-16;2023-08-17 09:00;Första;3,645;52625;104;6;3,59;3,65;Normal;
2023-08-17;2023-08-18 09:00;Första;3,640;55851;114;6;3,59;3,65;Normal;
2023-08-18;2023-08-21 09:00;Första;3,647;55582;113;6;3,60;3,70;Normal;
2023-08-21;2023-08-22 09:00;Första;3,661;65094;114;6;3,60;3,75;Normal;
2023-08-22;2023-08-23 09:00;Första;3,656;54966;105;5;3,65;3,75;Normal;
2023-08-23;2023-08-24 09:00;Första;3,641;53469;109;6;3,58;3,65;Normal;
2023-08-24;2023-08-25 09:00;Första;3,641;58394;117;6;3,58;3,65;Normal;
2023-08-25;2023-08-28 09:00;Första;3,643;56707;117;6;3,59;3,65;Normal;
2023-08-28;2023-08-29 09:00;Första;3,641;57449;123;6;3,60;3,65;Normal;
2023-08-29;2023-08-30 09:00;Första;3,645;50667;113;6;3,58;3,65;Normal;
2023-08-30;2023-08-31 09:00;Första;3,646;50652;111;6;3,59;3,65;Normal;
2023-08-31;2023-09-01 09:00;Första;3,645;51022;99;6;3,60;3,65;Normal;
2023-09-01;2023-09-04 09:00;Första;3,642;53433;107;6;3,59;3,65;Normal;
2023-09-04;2023-09-05 09:00;Första;3,640;56525;114;7;3,60;3,65;Normal;
2023-09-05;2023-09-06 09:00;Första;3,642;50576;109;6;3,59;3,65;Normal;
2023-09-06;2023-09-07 09:00;Första;3,643;50577;109;6;3,58;3,65;Normal;
2023-09-07;2023-09-08 09:00;Första;3,643;50812;111;6;3,59;3,65;Normal;
2023-09-08;2023-09-11 09:00;Första;3,639;51718;117;6;3,59;3,65;Normal;
2023-09-11;2023-09-12 09:00;Första;3,639;47496;111;6;3,58;3,65;Normal;
2023-09-12;2023-09-13 09:00;Första;3,645;59206;113;6;3,60;3,65;Normal;
2023-09-13;2023-09-14 09:00;Första;3,644;47246;111;6;3,59;3,65;Normal;
2023-09-14;2023-09-15 09:00;Första;3,636;54514;115;6;3,55;3,65;Normal;
2023-09-15;2023-09-18 09:00;Första;3,639;53277;112;6;3,60;3,65;Normal;
2023-09-18;2023-09-19 09:00;Första;3,638;55192;106;5;3,59;3,65;Normal;
2023-09-19;2023-09-20 09:00;Första;3,644;61763;110;6;3,60;3,70;Normal;
2023-09-20;2023-09-21 09:00;Första;3,641;63544;112;6;3,59;3,65;Normal;
2023-09-21;2023-09-22 09:00;Första;3,646;58362;111;6;3,60;3,65;Normal;
2023-09-22;2023-09-25 09:00;Första;3,645;64706;118;6;3,60;3,65;Normal;
2023-09-25;2023-09-26 09:00;Första;3,643;64960;125;6;3,60;3,65;Normal;
2023-09-26;2023-09-27 09:00;Första;3,644;63700;127;7;3,60;3,65;Normal;
2023-09-27;2023-09-28 09:00;Första;3,908;67789;123;6;3,85;4,00;Normal;
2023-09-28;2023-09-29 09:00;Första;3,910;66423;119;6;3,85;4,00;Normal;
2023-09-29;2023-10-02 09:00;Första;3,898;51416;96;6;3,85;3,90;Normal;
2023-10-02;2023-10-03 09:00;Första;3,892;62121;119;6;3,85;3,90;Normal;
2023-10-03;2023-10-04 09:00;Första;3,888;60468;117;6;3,80;3,90;Normal;
2023-10-04;2023-10-05 09:00;Första;3,888;63462;115;6;3,84;3,90;Normal;
2023-10-05;2023-10-06 09:00;Första;3,886;58240;116;6;3,84;3,90;Normal;
2023-10-06;2023-10-09 09:00;Första;3,885;57108;119;5;3,84;3,90;Normal;
2023-10-09;2023-10-10 09:00;Första;3,883;58476;124;5;3,84;3,90;Normal;
2023-10-10;2023-10-11 09:00;Första;3,889;60116;123;6;3,84;3,90;Normal;
2023-10-11;2023-10-12 09:00;Första;3,889;57112;117;6;3,84;3,90;Normal;
2023-10-12;2023-10-13 09:00;Första;3,885;60134;115;6;3,84;3,90;Normal;
2023-10-13;2023-10-16 09:00;Första;3,886;58987;117;6;3,84;3,90;Normal;
2023-10-16;2023-10-17 09:00;Första;3,884;65570;119;6;3,84;3,90;Normal;
2023-10-17;2023-10-18 09:00;Första;3,885;66134;123;6;3,84;3,90;Normal;
2023-10-18;2023-10-19 09:00;Första;3,888;62651;122;6;3,85;3,90;Normal;
2023-10-19;2023-10-20 09:00;Första;3,890;58473;120;6;3,85;3,90;Normal;
2023-10-20;2023-10-23 09:00;Första;3,888;59165;108;6;3,85;3,90;Normal;
2023-10-23;2023-10-24 09:00;Första;3,908;69894;122;6;3,85;4,00;Normal;
2023-10-24;2023-10-25 09:00;Första;3,905;61809;119;7;3,90;3,98;Normal;
2023-10-25;2023-10-26 09:00;Första;3,897;61911;127;6;3,85;3,90;Normal;
2023-10-26;2023-10-27 09:00;Första;3,893;71795;133;6;3,85;3,90;Normal;
2023-10-27;2023-10-30 09:00;Första;3,894;62246;129;6;3,85;3,90;Normal;
2023-10-30;2023-10-31 09:00;Första;3,891;58659;128;6;3,80;3,90;Normal;
2023-10-31;2023-11-01 09:00;Första;3,897;67337;113;6;3,85;3,90;Normal;
2023-11-01;2023-11-02 09:00;Första;3,892;63554;126;6;3,85;3,90;Normal;
2023-11-02;2023-11-03 09:00;Första;3,892;54464;117;6;3,85;3,90;Normal;
2023-11-03;2023-11-06 09:00;Första;3,893;56298;119;6;3,85;3,90;Normal;
2023-11-06;2023-11-07 09:00;Första;3,888;64083;129;6;3,85;3,90;Normal;
2023-11-07;2023-11-08 09:00;Första;3,889;59042;127;6;3,85;3,90;Normal;
2023-11-08;2023-11-09 09:00;Första;3,891;56111;129;6;3,85;3,90;Normal;
2023-11-09;2023-11-10 09:00;Första;3,891;58504;128;6;3,85;3,90;Normal;
2023-11-10;2023-11-13 09:00;Första;3,892;57988;123;5;3,85;3,90;Normal;
2023-11-13;2023-11-14 09:00;Första;3,900;53645;92;4;3,90;3,90;Normal;
2023-11-14;2023-11-15 09:00;Första;3,896;57136;115;6;3,85;3,90;Normal;
2023-11-15;2023-11-16 09:00;Första;3,894;56531;122;6;3,85;3,90;Normal;
2023-11-16;2023-11-17 09:00;Första;3,894;61696;126;6;3,85;3,90;Normal;
2023-11-17;2023-11-20 09:00;Första;3,895;62581;131;6;3,85;3,90;Normal;
2023-11-20;2023-11-21 09:00;Första;3,897;61059;128;6;3,85;3,90;Normal;
2023-11-21;2023-11-22 09:00;Första;3,898;62387;120;6;3,85;3,90;Normal;
2023-11-22;2023-11-23 09:00;Första;3,893;61558;120;5;3,85;3,90;Normal;
2023-11-23;2023-11-24 09:00;Första;3,898;65940;120;6;3,85;3,90;Normal;
2023-11-24;2023-11-27 09:00;Första;3,897;62786;130;6;3,85;3,90;Normal;
2023-11-27;2023-11-28 09:00;Första;3,895;59933;130;5;3,85;3,90;Normal;
2023-11-28;2023-11-29 09:00;Första;3,895;57616;126;6;3,84;3,90;Normal;
2023-11-29;2023-11-30 09:00;Första;3,897;60514;122;6;3,85;3,90;Normal;
2023-11-30;2023-12-01 09:00;Första;3,898;59603;111;7;3,85;3,90;Normal;
2023-12-01;2023-12-04 09:00;Första;3,896;62236;123;6;3,85;3,90;Normal;
2023-12-04;2023-12-05 09:00;Första;3,888;55187;126;6;3,85;3,90;Normal;
2023-12-05;2023-12-06 09:00;Första;3,894;54262;125;6;3,85;3,90;Normal;
2023-12-06;2023-12-07 09:00;Första;3,896;53417;123;6;3,85;3,90;Normal;
2023-12-07;2023-12-08 09:00;Första;3,894;53640;127;6;3,85;3,90;Normal;
2023-12-08;2023-12-11 09:00;Första;3,893;50518;124;6;3,85;3,90;Normal;
2023-12-11;2023-12-12 09:00;Första;3,902;74682;126;6;3,87;4,00;Normal;
2023-12-12;2023-12-13 09:00;Första;3,898;54155;126;6;3,85;3,93;Normal;
2023-12-13;2023-12-14 09:00;Första;3,896;60529;129;6;3,85;3,91;Normal;
2023-12-14;2023-12-15 09:00;Första;3,897;64500;125;6;3,85;3,93;Normal;
2023-12-15;2023-12-18 09:00;Första;3,897;54735;125;6;3,85;3,93;Normal;
2023-12-18;2023-12-19 09:00;Första;3,895;71518;132;6;3,85;3,93;Normal;
2023-12-19;2023-12-20 09:00;Första;3,898;56997;126;6;3,85;3,93;Normal;
2023-12-20;2023-12-21 09:00;Första;3,890;55648;129;6;3,85;3,90;Normal;
2023-12-21;2023-12-22 09:00;Första;3,897;53437;129;6;3,85;3,90;Normal;
2023-12-22;2023-12-27 09:00;Första;3,895;55711;132;6;3,85;3,90;Normal;
2023-12-27;2023-12-28 09:00;Första;3,897;52657;123;6;3,85;3,90;Normal;
2023-12-28;2023-12-29 09:00;Första;3,894;48631;115;6;3,85;3,90;Normal;
2023-12-29;2024-01-02 09:00;Första;-5,413;15448;50;6;-7,00;-3,95;Normal;
2024-01-02;2024-01-03 09:00;Första;3,892;47734;110;6;3,82;3,90;Normal;
2024-01-03;2024-01-04 09:00;Första;3,880;35423;109;6;3,77;3,90;Normal;
2024-01-04;2024-01-05 09:00;Första;3,878;36297;118;6;3,80;3,90;Normal;
2024-01-05;2024-01-08 09:00;Första;3,881;35197;121;6;3,80;3,90;Normal;
2024-01-08;2024-01-09 09:00;Första;3,883;44770;127;6;3,80;3,90;Normal;
2024-01-09;2024-01-10 09:00;Första;3,886;40472;128;6;3,80;3,90;Normal;
2024-01-10;2024-01-11 09:00;Första;3,885;40500;126;6;3,80;3,90;Normal;
2024-01-11;2024-01-12 09:00;Första;3,890;42735;129;6;3,80;3,90;Normal;
2024-01-12;2024-01-15 09:00;Första;3,887;46020;124;6;3,80;3,90;Normal;
2024-01-15;2024-01-16 09:00;Första;3,889;52351;127;6;3,85;3,90;Normal;
2024-01-16;2024-01-17 09:00;Första;3,889;47044;124;6;3,80;3,90;Normal;
2024-01-17;2024-01-18 09:00;Första;3,892;63539;128;6;3,85;3,90;Normal;
2024-01-18;2024-01-19 09:00;Första;3,892;55016;133;6;3,85;3,90;Normal;
2024-01-19;2024-01-22 09:00;Första;3,900;54195;135;6;3,85;4,00;Normal;
2024-01-22;2024-01-23 09:00;Första;3,888;49800;134;6;3,85;3,90;Normal;
2024-01-23;2024-01-24 09:00;Första;3,893;48432;135;6;3,85;3,90;Normal;
2024-01-24;2024-01-25 09:00;Första;3,906;66618;139;6;3,90;4,00;Normal;
2024-01-25;2024-01-26 09:00;Första;3,898;58516;142;6;3,85;3,90;Normal;
2024-01-26;2024-01-29 09:00;Första;3,900;55011;147;7;3,90;3,90;Normal;
2024-01-29;2024-01-30 09:00;Första;3,897;53426;146;6;3,85;3,90;Normal;
2024-01-30;2024-01-31 09:00;Första;3,900;54123;140;6;3,85;3,94;Normal;
2024-01-31;2024-02-01 09:00;Första;3,896;50506;127;6;3,85;3,90;Normal;
2024-02-01;2024-02-02 09:00;Första;3,886;34703;99;5;3,80;3,90;Normal;
2024-02-02;2024-02-05 09:00;Första;3,897;53630;130;6;3,85;3,90;Normal;
2024-02-05;2024-02-06 09:00;Första;3,894;51001;134;6;3,85;3,90;Normal;
2024-02-06;2024-02-07 09:00;Första;3,892;45272;134;6;3,84;3,90;Normal;
2024-02-07;2024-02-08 09:00;Första;3,895;51820;135;6;3,85;3,90;Normal;
2024-02-08;2024-02-09 09:00;Första;3,895;50730;132;6;3,85;3,90;Normal;
2024-02-09;2024-02-12 09:00;Första;3,892;47015;130;6;3,80;3,90;Normal;
2024-02-12;2024-02-13 09:00;Första;3,897;63205;131;6;3,85;3,90;Normal;
2024-02-13;2024-02-14 09:00;Första;3,898;64490;123;6;3,85;3,90;Normal;
2024-02-14;2024-02-15 09:00;Första;3,890;44304;123;6;3,83;3,90;Normal;
2024-02-15;2024-02-16 09:00;Första;3,890;41992;125;5;3,83;3,90;Normal;
2024-02-16;2024-02-19 09:00;Första;3,886;48239;128;5;3,84;3,90;Normal;
2024-02-19;2024-02-20 09:00;Första;3,891;46067;131;5;3,85;3,90;Normal;
2024-02-20;2024-02-21 09:00;Första;3,892;48491;136;6;3,85;3,90;Normal;
2024-02-21;2024-02-22 09:00;Första;3,896;60010;138;6;3,85;3,90;Normal;
2024-02-22;2024-02-23 09:00;Första;3,896;52862;138;6;3,85;3,90;Normal;
2024-02-23;2024-02-26 09:00;Första;3,895;57998;136;6;3,85;3,90;Normal;
2024-02-26;2024-02-27 09:00;Första;3,893;61767;142;6;3,85;3,90;Normal;
2024-02-27;2024-02-28 09:00;Första;3,895;56006;139;6;3,85;3,90;Normal;
2024-02-28;2024-02-29 09:00;Första;3,893;51387;140;6;3,85;3,90;Normal;
2024-02-29;2024-03-01 09:00;Första;3,895;50886;125;5;3,85;3,90;Normal;
2024-03-01;2024-03-04 09:00;Första;3,892;67365;145;6;3,85;3,90;Normal;
2024-03-04;2024-03-05 09:00;Första;3,891;68190;143;6;3,85;3,90;Normal;
2024-03-05;2024-03-06 09:00;Första;3,895;66667;141;6;3,85;3,90;Normal;
2024-03-06;2024-03-07 09:00;Första;3,893;58471;143;6;3,85;3,90;Normal;
2024-03-07;2024-03-08 09:00;Första;3,892;59391;141;6;3,85;3,90;Normal;
2024-03-08;2024-03-11 09:00;Första;3,896;52040;138;6;3,85;3,90;Normal;
2024-03-11;2024-03-12 09:00;Första;3,895;67980;138;6;3,85;3,90;Normal;
2024-03-12;2024-03-13 09:00;Första;3,893;67832;133;5;3,85;3,90;Normal;
2024-03-13;2024-03-14 09:00;Första;3,893;49423;128;6;3,84;3,90;Normal;
2024-03-14;2024-03-15 09:00;Första;3,892;48829;128;6;3,84;3,90;Normal;
2024-03-15;2024-03-18 09:00;Första;3,891;50106;128;6;3,84;3,90;Normal;
2024-03-18;2024-03-19 09:00;Första;3,893;49616;133;6;3,84;3,90;Normal;
2024-03-19;2024-03-20 09:00;Första;3,891;52593;134;6;3,84;3,90;Normal;
2024-03-20;2024-03-21 09:00;Första;3,895;62277;141;6;3,85;3,90;Normal;
2024-03-21;2024-03-22 09:00;Första;3,896;60205;137;6;3,84;3,90;Normal;
2024-03-22;2024-03-25 09:00;Första;3,896;58122;135;6;3,85;3,90;Normal;
2024-03-25;2024-03-26 09:00;Första;3,896;65879;142;6;3,85;3,90;Normal;
2024-03-26;2024-03-27 09:00;Första;3,896;65560;141;6;3,85;3,90;Normal;
2024-03-27;2024-03-28 09:00;Första;3,894;62881;134;6;3,85;3,90;Normal;
2024-03-28;2024-04-02 09:00;Första;3,895;50052;118;6;3,85;3,90;Normal;
2024-04-02;2024-04-03 09:00;Första;3,895;72110;144;6;3,85;3,90;Normal;
