symbol,timestamp,open,high,low,close,volume,trade_count,vwap
MSFT,2023-01-03 05:00:00+00:00,243.05,245.72,237.405,239.6,483132.0,6987.0,239.712158
MSFT,2023-01-04 05:00:00+00:00,232.41,232.85,226.02,229.01,1635168.0,20012.0,228.39605
MSFT,2023-01-05 05:00:00+00:00,227.145,227.375,221.79,222.26,1036864.0,12257.0,223.742539
MSFT,2023-01-06 05:00:00+00:00,223.065,225.75,219.41,224.85,1051927.0,11194.0,223.157166
MSFT,2023-01-09 05:00:00+00:00,226.69,231.225,226.47,227.13,633657.0,8256.0,229.135319
MSFT,2023-01-10 05:00:00+00:00,227.74,231.26,227.445,228.83,491580.0,6813.0,228.768802
MSFT,2023-01-11 05:00:00+00:00,231.42,235.845,231.155,235.765,658249.0,8043.0,233.971946
MSFT,2023-01-12 05:00:00+00:00,235.52,239.85,233.575,238.5,795266.0,8582.0,237.86188
MSFT,2023-01-13 05:00:00+00:00,237.14,239.35,234.95,239.08,626342.0,10817.0,237.100616
MSFT,2023-01-17 05:00:00+00:00,237.97,240.89,237.11,240.43,568371.0,7832.0,239.560018
MSFT,2023-01-18 05:00:00+00:00,241.73,242.355,235.53,235.84,1009372.0,10926.0,238.206994
MSFT,2023-01-19 05:00:00+00:00,234.12,235.24,230.71,232.04,825557.0,8529.0,232.614856
MSFT,2023-01-20 05:00:00+00:00,234.72,240.62,234.6,240.19,878772.0,10618.0,238.287923
MSFT,2023-01-23 05:00:00+00:00,240.96,245.155,239.7,242.53,1342284.0,12483.0,242.807007
MSFT,2023-01-24 05:00:00+00:00,242.635,243.89,240.445,242.2,1355763.0,17692.0,242.06844
MSFT,2023-01-25 05:00:00+00:00,234.27,243.26,230.91,240.395,1835340.0,20041.0,236.570143
MSFT,2023-01-26 05:00:00+00:00,243.86,248.23,242.01,248.14,844918.0,9171.0,245.158832
MSFT,2023-01-27 05:00:00+00:00,248.87,249.81,246.85,248.14,605090.0,7710.0,248.438221
MSFT,2023-01-30 05:00:00+00:00,244.31,245.41,242.21,242.72,589583.0,6697.0,243.280767
MSFT,2023-01-31 05:00:00+00:00,243.63,247.91,243.02,247.82,531701.0,5985.0,246.153137
MSFT,2023-02-01 05:00:00+00:00,247.89,255.13,245.57,252.77,662458.0,7692.0,249.7859
MSFT,2023-02-02 05:00:00+00:00,259.0,264.69,257.29,264.59,1139056.0,16380.0,261.584132
MSFT,2023-02-03 05:00:00+00:00,259.51,264.19,257.12,258.35,716731.0,8859.0,260.195792
MSFT,2023-02-06 05:00:00+00:00,256.93,258.29,254.85,256.91,422641.0,5656.0,256.815482
MSFT,2023-02-07 05:00:00+00:00,260.38,268.77,260.1,267.74,1187398.0,13842.0,264.501333
MSFT,2023-02-08 05:00:00+00:00,273.32,276.67,266.24,266.77,1244877.0,12725.0,270.677833
MSFT,2023-02-09 05:00:00+00:00,273.94,273.98,262.82,263.64,1059457.0,11767.0,268.536972
MSFT,2023-02-10 05:00:00+00:00,261.635,264.01,260.71,263.09,656859.0,9841.0,262.19989
MSFT,2023-02-13 05:00:00+00:00,267.58,274.58,267.23,271.32,1058818.0,13987.0,271.685048
MSFT,2023-02-14 05:00:00+00:00,272.66,274.945,269.34,272.31,1010345.0,13848.0,272.173255
MSFT,2023-02-15 05:00:00+00:00,268.33,270.65,266.22,269.3,745786.0,11373.0,268.331992
MSFT,2023-02-16 05:00:00+00:00,264.07,266.7,261.92,262.18,901063.0,12972.0,264.358471
MSFT,2023-02-17 05:00:00+00:00,259.39,260.06,256.01,258.03,767961.0,11638.0,257.394576
MSFT,2023-02-21 05:00:00+00:00,254.16,255.41,251.61,252.68,573546.0,7666.0,252.799792
MSFT,2023-02-22 05:00:00+00:00,254.08,254.33,250.38,251.6,437301.0,6935.0,252.464989
MSFT,2023-02-23 05:00:00+00:00,255.55,256.82,250.48,254.785,628731.0,9643.0,253.840545
MSFT,2023-02-24 05:00:00+00:00,249.77,250.85,248.12,249.35,387910.0,6618.0,249.126435
MSFT,2023-02-27 05:00:00+00:00,252.715,252.74,249.39,250.17,401792.0,6232.0,250.618612
MSFT,2023-02-28 05:00:00+00:00,248.84,251.45,248.84,249.4,328581.0,6014.0,250.045927
MSFT,2023-03-01 05:00:00+00:00,250.86,250.86,245.8,246.28,540158.0,7868.0,247.450187
MSFT,2023-03-02 05:00:00+00:00,246.55,251.35,245.68,251.05,552290.0,6716.0,248.534558
MSFT,2023-03-03 05:00:00+00:00,252.2,255.6,251.45,255.29,430052.0,7757.0,254.354929
MSFT,2023-03-06 05:00:00+00:00,256.36,260.1,256.07,256.86,369329.0,4704.0,258.176106
MSFT,2023-03-07 05:00:00+00:00,256.195,257.66,253.4,254.2,395794.0,5699.0,254.904225
MSFT,2023-03-08 05:00:00+00:00,254.04,254.53,250.84,253.72,344615.0,4515.0,252.598487
MSFT,2023-03-09 05:00:00+00:00,255.82,259.56,251.65,252.26,511674.0,6576.0,255.778222
MSFT,2023-03-10 05:00:00+00:00,251.0,252.77,247.64,248.66,514210.0,6779.0,249.817146
MSFT,2023-03-13 04:00:00+00:00,247.5,257.82,245.82,253.94,700166.0,9910.0,253.659095
MSFT,2023-03-14 04:00:00+00:00,256.83,261.07,255.86,260.88,803073.0,9270.0,258.727246
MSFT,2023-03-15 04:00:00+00:00,259.75,266.41,259.25,265.52,1009772.0,11962.0,263.420976
MSFT,2023-03-16 04:00:00+00:00,264.935,276.49,263.31,276.26,1664296.0,19611.0,272.280208
MSFT,2023-03-17 04:00:00+00:00,278.39,283.3,276.4,279.27,1123527.0,14235.0,279.685514
MSFT,2023-03-20 04:00:00+00:00,277.06,277.42,269.85,272.12,1152939.0,14003.0,271.917406
MSFT,2023-03-21 04:00:00+00:00,274.79,274.86,269.53,273.82,919485.0,11183.0,272.00742
MSFT,2023-03-22 04:00:00+00:00,273.45,280.905,272.21,272.31,911515.0,10969.0,276.154702
MSFT,2023-03-23 04:00:00+00:00,277.91,280.97,275.315,277.5,595316.0,7733.0,278.458435
MSFT,2023-03-24 04:00:00+00:00,277.295,280.59,275.31,280.56,494078.0,6194.0,278.538556
MSFT,2023-03-27 04:00:00+00:00,280.57,281.41,275.54,276.44,544253.0,7184.0,277.785698
MSFT,2023-03-28 04:00:00+00:00,275.925,276.14,272.07,275.28,508290.0,6292.0,273.509865
MSFT,2023-03-29 04:00:00+00:00,279.21,281.115,278.47,280.55,405981.0,6160.0,279.861808
MSFT,2023-03-30 04:00:00+00:00,284.24,284.445,281.5,284.1,516811.0,6874.0,282.9499
MSFT,2023-03-31 04:00:00+00:00,283.6,288.8,283.11,288.39,547237.0,7332.0,285.878346
MSFT,2023-04-03 04:00:00+00:00,286.17,288.24,283.96,287.29,501858.0,6498.0,286.139269
MSFT,2023-04-04 04:00:00+00:00,287.17,290.42,285.74,287.24,506727.0,6163.0,287.986618
MSFT,2023-04-05 04:00:00+00:00,285.75,287.065,282.96,284.36,357463.0,5833.0,284.495189
MSFT,2023-04-06 04:00:00+00:00,282.81,292.07,282.215,291.55,697816.0,7443.0,289.572242
MSFT,2023-04-10 04:00:00+00:00,289.05,289.58,284.84,289.31,287122.0,4755.0,287.39578
MSFT,2023-04-11 04:00:00+00:00,285.59,285.86,281.66,282.87,643166.0,9237.0,283.298915
MSFT,2023-04-12 04:00:00+00:00,284.63,286.95,281.99,283.57,436129.0,7998.0,284.367104
MSFT,2023-04-13 04:00:00+00:00,283.54,289.88,283.21,289.81,591273.0,7302.0,288.2005
MSFT,2023-04-14 04:00:00+00:00,286.92,288.42,283.71,286.13,569327.0,7093.0,285.919732
MSFT,2023-04-17 04:00:00+00:00,290.07,291.54,286.38,288.75,267004.0,4507.0,288.457478
MSFT,2023-04-18 04:00:00+00:00,291.55,291.55,287.05,288.23,298963.0,5274.0,288.388252
MSFT,2023-04-19 04:00:00+00:00,285.88,289.01,284.58,288.44,350807.0,6426.0,287.159199
MSFT,2023-04-20 04:00:00+00:00,285.2,288.95,285.1,286.15,442665.0,6269.0,286.648757
MSFT,2023-04-21 04:00:00+00:00,285.03,286.26,283.07,285.74,537464.0,8917.0,284.791512
MSFT,2023-04-24 04:00:00+00:00,282.33,284.915,278.735,281.91,855312.0,9319.0,281.404797
MSFT,2023-04-25 04:00:00+00:00,279.265,281.48,275.38,275.45,1253924.0,16298.0,277.559417
MSFT,2023-04-26 04:00:00+00:00,296.57,299.545,292.75,295.385,1643869.0,19551.0,295.656821
MSFT,2023-04-27 04:00:00+00:00,296.085,305.15,295.48,304.67,1006804.0,15100.0,302.479205
MSFT,2023-04-28 04:00:00+00:00,303.97,308.91,303.31,307.325,706515.0,11328.0,306.392187
MSFT,2023-05-01 04:00:00+00:00,306.545,308.53,305.17,305.55,362629.0,4683.0,306.791348
MSFT,2023-05-02 04:00:00+00:00,307.55,309.06,304.015,305.45,387937.0,8286.0,306.154352
MSFT,2023-05-03 04:00:00+00:00,306.62,308.395,304.18,304.35,529297.0,9547.0,305.671035
MSFT,2023-05-04 04:00:00+00:00,306.46,307.76,303.43,305.51,386559.0,6291.0,305.590999
MSFT,2023-05-05 04:00:00+00:00,305.56,311.91,304.31,310.63,684088.0,9470.0,308.173623
MSFT,2023-05-08 04:00:00+00:00,310.1,310.1,306.17,308.58,384830.0,5855.0,308.158462
MSFT,2023-05-09 04:00:00+00:00,308.15,310.01,306.36,307.04,368696.0,5406.0,307.899241
MSFT,2023-05-10 04:00:00+00:00,308.93,313.0,307.72,312.265,442612.0,7823.0,310.641086
MSFT,2023-05-11 04:00:00+00:00,310.065,311.06,306.33,310.09,419578.0,6791.0,308.97382
MSFT,2023-05-12 04:00:00+00:00,310.22,310.425,306.62,309.02,356567.0,7653.0,308.064614
MSFT,2023-05-15 04:00:00+00:00,309.02,309.86,307.625,309.51,234575.0,4240.0,308.904982
MSFT,2023-05-16 04:00:00+00:00,309.91,313.675,309.89,311.745,451351.0,7294.0,312.632646
MSFT,2023-05-17 04:00:00+00:00,312.225,314.4,310.775,313.97,370375.0,6885.0,312.831225
MSFT,2023-05-18 04:00:00+00:00,314.59,319.04,313.76,318.55,440044.0,8421.0,316.857513
MSFT,2023-05-19 04:00:00+00:00,317.25,318.74,316.4,318.31,316371.0,6112.0,317.79454
MSFT,2023-05-22 04:00:00+00:00,318.41,322.525,318.07,321.235,456046.0,6442.0,320.785539
MSFT,2023-05-23 04:00:00+00:00,320.09,322.72,315.26,315.38,670806.0,10477.0,318.157484
MSFT,2023-05-24 04:00:00+00:00,314.73,316.4,312.67,313.92,453670.0,6567.0,313.998322
MSFT,2023-05-25 04:00:00+00:00,323.085,326.89,320.04,325.91,1290717.0,15351.0,323.837336
MSFT,2023-05-26 04:00:00+00:00,323.96,333.36,323.94,332.85,613271.0,14025.0,330.061217
MSFT,2023-05-30 04:00:00+00:00,335.11,335.715,330.58,331.22,768107.0,10511.0,332.627998
MSFT,2023-05-31 04:00:00+00:00,332.27,335.92,327.53,328.69,657722.0,9187.0,330.747246
MSFT,2023-06-01 04:00:00+00:00,326.355,333.47,324.805,332.59,387762.0,7592.0,329.437272
MSFT,2023-06-02 04:00:00+00:00,334.27,337.47,332.59,335.295,428753.0,7262.0,334.875128
